YS(Mpa),UTS(Mpa),%EL,Charpy Energy at -80 C
778.18463,812.4419,26.822433,39.49884
598.4779,929.2879,28.302431,56.687115
649.47156,1078.2277,26.805855,53.188435
714.4064,826.3377,30.780827,67.523926
737.5474,1084.2305,24.869661,53.005806
636.9977,1094.3296,25.772026,37.789368
739.0898,1084.0421,25.894405,38.795994
803.4227,761.8222,30.600256,50.778526
803.3399,788.6165,33.7078,38.019768
763.84424,1046.0632,20.303112,63.156277
616.88586,991.64905,27.375324,58.775337
733.4141,847.5294,29.652592,67.72507
717.4365,1089.0885,24.462128,54.375725
715.01807,1069.3542,25.61016,54.479225
632.19476,1092.0387,26.779886,49.35941
730.06775,708.33057,35.048992,51.589436
648.1655,812.89197,31.416046,67.99677
735.7931,1069.2329,25.781866,48.14142
755.64716,753.1844,31.447178,65.826256
707.676,1039.4615,25.286434,63.5082
731.8784,863.7068,24.368937,67.999916
634.02,1097.7118,23.445244,58.27919
759.6192,1072.0051,24.773018,44.262096
722.2128,897.0489,31.410442,63.160557
723.1338,901.0782,31.011213,46.7734
726.28015,799.4576,33.99081,62.332516
750.24,866.4644,28.699667,65.37463
644.6118,885.1497,32.77524,54.247837
743.0415,848.307,25.029833,66.90236
744.27075,1067.7744,25.005142,45.63682
693.45337,1039.5503,25.600353,64.35741
704.9149,1079.3187,25.553522,57.7115
751.2603,1045.4758,22.848843,63.366505
642.19366,1095.088,26.658718,34.043488
762.8911,1066.858,23.86457,62.491936
685.5454,802.4579,36.095146,60.408524
776.3373,1090.4517,23.855541,45.161568
715.3962,827.96936,30.722816,67.523926
661.2941,1006.4254,26.93393,57.125237
778.6826,1039.093,23.958445,47.213703
692.76654,1106.1606,18.901653,46.554855
683.96173,1099.7162,22.490143,43.511707
675.23883,1102.0046,23.080149,45.50771
584.92303,1098.8796,18.140097,49.736103
674.98,1109.1521,20.65577,46.270367
