f1,f2,f3,f4,f5,f6,f7,f8,f9
477.571,183.735,618.964,283.92,945.536,1004.185,997.845,385.088,185.785
471.619,-386.502,-410.345,1248.254,1136.364,1751.887,1602.153,348.721,395.653
638.754,92.926,295.885,159.481,642.024,839.364,957.578,649.681,349.558
243.034,753.091,389.299,409.55,784.333,1152.266,85.396,57.195,109.992
414.102,294.699,439.959,118.854,749.565,819.339,610.495,725.986,492.35
545.414,571.214,501.284,271.671,683.054,1031.482,450.271,463.264,295.904
389.171,486.856,651.208,141.059,936.857,804.717,363.764,526.013,237.802
456.494,293.797,647.731,134.813,974.81,885.123,409.223,593.289,315.219
463.521,453.259,643.403,262.665,916.005,417.045,383.058,495.428,-3.46
554.428,850.468,717.596,372.085,870.725,1134.641,99.734,162.564,-92.146
497.391,557.597,869.037,166.028,971.585,939.849,274.992,336.072,225.219
427.272,662.269,843.4,283.378,946.353,485.175,212.988,271.942,-131.409
634.345,669.639,744.894,338.997,902.233,1166.062,181.329,232.23,39.309
611.214,357.836,923.917,419.201,1012.859,229.413,232.203,257.378,-328.707
205.981,809.37,525.871,742.352,1094.975,1527.266,293.368,-245.551,-79.439
-158.307,689.869,61.101,595.375,739.414,1397.122,-166.795,-242.85,140.241
307.463,597.377,419.173,564.473,890.708,1342.885,533.194,110.739,221.705
282.043,443.77,227.047,376.733,650.848,1141.446,547.567,357.87,480.56
340.719,396.188,344.589,337.263,695.942,1169.21,509.645,351.553,481.991
384.616,571.035,383.822,1220.004,1380.949,1969.957,748.057,-301.726,-114.206
427.751,705.405,647.888,828.702,1246.171,1617.38,570.441,-165.887,-71.455
122.55,25.185,-236.411,889.194,697.191,1749.557,742.418,230.236,602.549
423.492,283.323,-8.483,1261.83,1278.241,1932.988,956.101,-59.292,158.989
345.478,66.152,252.518,216.285,799.159,1007.053,655.71,844.46,411.804
399.385,220.455,364.783,130.145,702.446,842.509,682.622,782.096,562.96
438.241,107.178,465.901,125.35,775.951,962.283,637.748,753.399,556.819
435.931,434.607,537.197,373.438,832.711,1131.551,662.13,425.292,384.794
553.885,688.327,687.635,535.729,964.57,1329.342,522.813,181.842,44.192
536.255,505.034,815.762,425.346,1044.444,1266.774,587.745,249.426,208.613
230.489,-206.338,-217.398,866.48,701.956,1714.771,926.468,467.758,746.537
514.235,469.1,416.9,283.582,631.616,1063.028,542.979,520.86,403.437
471.202,312.894,458.233,154.019,652.554,914.53,648.427,648.427,598.926
572.552,412.583,561.975,238.375,699.892,1101.729,492.5,492.5,406.567
504.434,309.22,551.337,153.829,711.175,978.066,586.429,577.029,561.272
487.984,209.112,529.717,125.159,742.194,954.566,616.508,677.137,565.972
530.407,303.858,593.03,136.908,726.691,960.664,598.071,598.071,559.253
268.34,-792.585,193.645,46.676,1271.969,1703.744,1055.918,1055.918,1214.408
418.29,597.346,818.477,505.598,1240.55,1241.428,507.577,197.21,-50.309
466.582,242.78,399.616,1290.439,1592.059,2026.883,981.631,-45.564,-120.279
433.738,331.045,578.331,715.288,1380.079,1503.055,696.447,321.346,-158.331
526.156,451.958,812.619,658.24,1372.791,1458.201,692.785,178.497,-50.932
498.706,615.274,889.452,774.522,1341.09,1008.372,566.144,23.481,-428.515
515.531,-74.669,-33.788,1313.157,1461.681,1957.043,1207.605,240.852,194.671
453.787,-120.608,17.423,1047.428,1393.442,1768.078,992.157,466.789,60.275
501.209,-164.701,-69.079,1699.856,1547.645,1736.281,1118.45,-13.254,-246.61
506.804,-128.576,-114.869,1295.009,1374.42,1887.068,1287.292,264.923,224.991
498.998,41.808,351.71,515.537,1209.536,1292.689,747.066,667.457,113.932
542.039,282.191,490.196,549.099,1098.828,706.654,658.834,508.309,-126.652
618.603,206.017,783.572,550.632,1127.499,389.34,457.337,345.106,-326.932
562.717,918.032,894.48,685.429,1180.261,1491.172,300.852,-112.463,-301.906
521.878,688.014,1015.948,524.499,1257.446,1346.782,427.164,18.985,-57.541
456.988,775.587,1011.489,638.775,1238.246,893.247,345.615,-53.71,-421.451
515.726,303.97,339.448,1561.346,1660.706,2289.012,1076.104,-270.951,-133.142
593.135,516.132,471.15,1467.287,1554.018,2241.594,851.524,-334.438,-293.328
465.815,231.383,363.645,1958.582,1799.104,2108.187,954.154,-562.361,-646.7
492.055,231.157,257.474,1530.429,1581.659,2212.8,1151.139,-227.083,-110.441
440.212,338.428,550.233,761.165,1382.543,1579.659,649.052,295.475,-230.878
661.397,751.073,926.679,780.342,1314.628,1621.086,539.99,-97.65,-213.462
606.466,854.202,941.585,913.904,1296.428,1205.233,405.401,-209.619,-625.046
566.165,623.445,1231.783,880.411,1430.379,857.322,298.383,-272.981,-775.054
128.903,-2.667,-243.434,896.813,698.47,1757.921,761.98,248.392,617.283
197.691,-355.382,-409.307,1161.823,834.188,2024.06,1068.188,370.706,732.49
279.32,-134.472,-267.671,1073.065,738.466,1980.158,843.713,298.706,560.819
232.715,-224.628,-210.603,871.079,707.41,1736.214,920.079,460.941,750.918
644.171,192.196,28.846,1485.803,1417.676,2164.647,1081.263,-38.432,30.533
459.87,-100.196,14.99,1059.189,1387.765,1801.872,947.818,451.784,7.555
617.335,82.287,-16.752,1858.515,1505.113,1942.414,974.44,-266.772,-429.888
626.515,124.105,-59.59,1457.674,1331.466,2093.622,1148.342,4.025,47.195
517.297,-210.962,-222.676,1906.802,1533.495,1874.791,1274.066,-142.06,-232.786
502.259,52.37,337.825,543.952,1211.551,1336.746,720.278,648.267,69.762
552.054,303.869,447.213,645.017,1110.988,857.702,563.044,444.883,-279.832
577.334,402.218,573.942,237.527,707.524,1111.388,488.354,488.354,408.451
737.567,461.968,856.513,681.506,1074.809,562.909,297.343,100.252,-512.152
482.875,228.086,493.603,172.758,678.314,1013.109,616.757,616.757,619.137
598.873,264.539,835.063,408.835,909.443,260.758,338.334,338.334,-208.261
642.979,170.768,789.35,443.203,960.074,101.571,489.783,345.437,-331.486
