f1,f2,f3,f4,f5,f6,f7,f8,f9
1124.123,471.289,295.092,723.79,723.79,601.717,193.167,90.952,157.999
1090.14,710.51,862.087,393.606,393.606,444.122,324.603,52.026,156.077
1477.722,52.657,-41.667,463.667,463.667,386.778,116.5,-94.444,283.333
1088.544,381.404,225.905,631.539,631.539,492.219,90.618,139.048,184.314
907.504,353.958,703.904,289.264,289.264,238.993,33.965,198.748,245.234
1426.328,-5.341,321.543,184.153,184.153,200.435,116.5,-114.758,344.275
961.495,75.247,-388.179,1245.25,1352.25,963.002,97.833,0,0
954.802,31.66,-375.511,1272,1272,961.313,98.677,-129.959,389.876
992.808,-79.232,-374.787,990.64,990.64,661.916,-51.161,130.289,115.34
946.421,478.182,230.657,966.29,966.29,818.667,310.114,-186.525,849.994
973.5,781.703,613.831,968.468,968.468,929.597,473.605,47.677,143.032
1010.477,643.04,484.412,857.538,857.538,818.667,455.116,84.654,253.962
554.326,673.325,301.514,1001.789,1349.488,900.578,302.887,134.541,262.912
769.723,824.477,861.352,508.743,508.743,610.758,498.245,164.229,382.619
867.066,874.284,910.128,482.882,482.882,483.752,274.977,150.437,274.002
838.732,885.981,973.004,408.271,408.271,431.527,269.617,153.489,276.132
506.1,629.662,155.385,1170.929,1575.212,1036.535,304.129,113.748,236.562
447.42,596.54,113.49,1146.786,1611.668,1002.701,275.358,129.732,259.557
480.764,545.217,211.114,1224.574,1414.277,1016.89,290.205,-57.93,867.033
568.245,656.047,235.584,1046.404,1423.997,936.416,305.287,133.174,261.959
527.119,521.054,323.549,1272,1272,1049.014,354.678,-71.104,992.168
803.234,700.925,604.712,868.423,868.423,860.295,518.076,165.454,392.267
828.97,773.212,564.293,743.867,918.742,693.395,289.015,142.442,268.425
680.886,727.761,495.005,1013.408,1111.152,916.411,410.197,-172.624,958.418
743.919,771.12,632.38,913.246,913.246,859.034,441.39,-201.37,1000.62
728.729,763.996,649.06,855.048,855.048,818.667,458.436,-180.664,1054.896
781.488,785.939,561.381,1111.5,1111.5,1148.191,511.709,0,0
933.107,849.143,705.58,957.76,957.76,940.644,504.452,51.247,153.74
